keyword,ecmax
neonatal immune imprinting,1999983.0
early life imprinting of b cell memory and its role in adult immunity,1999983.0
il-10,1999983.0
neonatal b cell memory,1999983.0
elo-b-memory,1999983.0
b-1 cells,1999983.0
circadian rhythm: from preclinical to post-diagnosis dementia,1999982.5
rhythm in dementia,1999982.5
alfa,1999982.5
livestock farming industry,1999982.5
scaling up the market uptake of renewable energy systems by unlocking the biogas potential of agriculture and livestock farming,1999982.5
tidal arts,1999982.5
tidal arts: transforming and inspiring aquatic landscapes through art and sciences,1999982.5
third-party funding,1999982.5
ecosystem regeneration,1999982.5
interspecies assembly,1999982.5
dissecting a stepwise principle of cellular diversification to instruct regeneration in the enteric nervous system,1999981.0
divensify,1999981.0
cell type specification,1999981.0
epigenetic sequencing,1999981.0
in-operando growth of organic mixed ionic-electronic conductors for brain-inspired electronics,1999980.0
infer,1999980.0
and social polarization,1999980.0
social information,1999980.0
identity compression: a fundamental breakthrough in social identity,1999980.0
social identity (social psychology),1999980.0
id-compression,1999980.0
comprehensibility,1999980.0
mechanisms of liver regeneration and disease across scales; from molecules to cells and tissue,1999980.0
reg_orgatscale,1999980.0
multi-actor recommendations,1999977.5
paving the way towards digitalisation enabling agroecology for european farming systems,1999977.5
sustainability performance indicators,1999977.5
showcase farming systems,1999977.5
digital agroecology cluster,1999977.5
path2dea,1999977.5
dynabbo,1999975.0
randomized search heuristics,1999975.0
dynamic selection and configuration of black-box optimization algorithms,1999975.0
black-box optimization,1999975.0
algorithm configuration,1999975.0
parameter control,1999975.0
local search,1999975.0
algorithm analysis,1999975.0
discrete optimization,1999975.0
algorithm selection,1999975.0
evolutionary computation,1999975.0
microbiota-root-shoot axis,1999975.0
the microbiota-root-shoot axis in plant health and disease,1999975.0
microbiosis,1999975.0
biotic and abiotic stresses,1999975.0
plant microbiome,1999975.0
oomycetes,1999975.0
exudates,1999975.0
synthetic ecosystems,1999975.0
a foundation for empirical multimodality research,1999974.0
foundations,1999974.0
humanities computing,1999974.0
biotransform,1999973.75
circular bioeconomy transformation for regions by enabling resource and governance networks,1999973.75
assessment tools,1999973.75
connected biorefineries,1999973.75
bio-cascading,1999973.75
bioeconomy value cycles,1999973.75
gemomics,1999973.0
emerging multifactorial complexity at the geminivirus-host interface,1999973.0
corollary discharge signals,1999970.0
neural circuits for error correction,1999970.0
ecofly,1999970.0
brain aging,1999970.0
neutime,1999970.0
the role of nuclear architectural rnas in the long-term maintenance of the neural epigenome,1999970.0
disaster governance,1999970.0
multispecies methodologies,1999970.0
animal abidings: recovering from disasters in more-than-human communities,1999970.0
disaster recovery,1999970.0
nonhuman animals,1999970.0
abide,1999970.0
global environmental crisis,1999970.0
disaster trauma,1999970.0
human-environment interactions,1999969.0
archaeological methods,1999969.0
avifauna,1999969.0
avifauna in archaeoecological networks,1999969.0
aviarch,1999969.0
physiological stress,1999966.0
xrf-core scanner,1999966.0
metal pollution,1999966.0
lead isotopes,1999966.0
roman times,1999966.0
glocalization,1999966.0
medieval times,1999966.0
pollutedpast,1999966.0
environmental metal pollution revealed in archaeological human remains,1999966.0
paleopathology,1999966.0
unequalwithin,1999963.75
from household allocations to global inequality: new methods,1999963.75
facts and policy implications,1999963.75
sperm epididymal maturation,1999963.0
cryo electron microscopy single particle analysis,1999963.0
centrioles remodelling,1999963.0
shaping the future – from spermatids to spermatozoa,1999963.0
gettinginshape,1999963.0
nucleus shaping,1999963.0
axoneme,1999963.0
spermiogenesis,1999963.0
cellular cryo electron tomography,1999963.0
mitochondrial maturation,1999963.0
farming equipment,1999962.5
nutri-know - broadening the impact of eip-agri operational groups in the field of nutrient management: knowledge exploitation and easy-to-understand           material for farmers and practitioners,1999962.5
practice-oriented material,1999962.5
soil management and fertilisation,1999962.5
practice abstracts,1999962.5
nutri-know,1999962.5
fair-rfb,1999958.0
engineered porous electrodes to unlock ultra-low cost fe-air redox flow batteries,1999958.0
alpgen,1999958.0
ancient genomics and the population history of the circum-alpine region,1999958.0
todo,1999957.5
tales of the diasporic ordinary. aesthetics,1999957.5
massive events,1999957.5
participative approaches,1999957.5
co-secur,1999957.5
security behaviour and security perception,1999957.5
crowded places,1999957.5
societal development plan,1999957.5
more effective and co-produce urban security solutions,1999957.5
knowledge building and social innovation for a successful,1999957.5
systems and authorities to benefit from a healthy supply of useful apps.,1999957.0
health professionals,1999957.0
adopting iso 82304-2 and a trusted eu mhealth label for a single market that enables patients,1999957.0
label2enable,1999957.0
blackholeweather,1999956.0
radio observations: galaxies,1999956.0
intragroup,1999956.0
black holes -- active galactic nuclei: feeding,1999956.0
black hole feeding and feedback unification,1999956.0
feedback -- magnetohydrodynamic simulations -- x-ray,1999956.0
clusters -- intracluster,1999956.0
sustainable multi-functional and recyclable heat pumps,1999952.5
training and certification,1999952.5
smart-pumps,1999952.5
global economic governance,1999951.0
technical standards,1999951.0
techtonics,1999951.0
politics and contestation in global technical standard-setting,1999951.0
rising powers,1999951.0
makuria,1999950.0
funj,1999950.0
urban biography of a cosmopolitan african capital,1999950.0
afropolis tungul,1999950.0
biography,1999950.0
letting up senescence and inflammaging  through t cells,1999944.0
immunosenescence,1999944.0
let t be,1999944.0
age-related diseases,1999944.0
altibrain,1999944.0
altitude-like hypoxia cognition training to target brain erythropoietin as a novel mechanism of long-lasting enhancement of neuroplasticity and cognitive functions,1999944.0
cognitive training,1999944.0
cognitive impairments,1999944.0
flex-based inferring of terrestrial photosynthesis dynamics for quantifying european vegetation productivity,1999943.0
flexinel,1999943.0
avian physiology,1999943.0
the role of the gut microbiome in host responses to environmental variation: within and across generations and species,1999943.0
thermal physiology,1999943.0
ecological epigenetics,1999943.0
mimere,1999943.0
parental effects,1999943.0
fundamentals,1999940.0
density functional theory (dft),1999940.0
high throughput simulations,1999940.0
selective etching,1999940.0
laminated materials,1999940.0
multi2d,1999940.0
chemical exfoliation,1999940.0
a research platform addressing outstanding research challenges for nanoscale design and engineering of multifunctional 2d materials,1999940.0
traffic monitoring,1999938.0
uav-based sensing,1999938.0
traffic control,1999938.0
uranus,1999938.0
real-time urban mobility management via intelligent uav-based sensing,1999938.0
virulencecontrol,1999935.0
the role of an expanded family of exported effector kinases in environmental sensing and regulation of virulence in human malaria.,1999935.0
caesarean section,1999934.0
restoration of the gut microbiome after delivery by caesarean section to prevent asthma,1999934.0
restoregut,1999934.0
stellar spots,1999933.0
intermediate-mass stars,1999933.0
the quest for magnetic fields in a and f type stars,1999933.0
ageism and age-related lgbti+ politics in europe,1999930.0
tracing queer citizenship over time:  ageing,1999930.0
certifox,1999928.75
proof logging,1999928.75
certifox: certified first-order model expansion,1999928.75
central and peripheral nervous system action of gipr in obesity and diabetes,1999928.75
high-resolution boron and beyond geologic reconstructions for carbon and climate processes,1999925.0
atmospheric co2,1999925.0
highborg,1999925.0
understanding the complex biology of ahr activation in cancer,1999925.0
cancahr,1999925.0
improve_life,1999924.0
investigate maternal and paternal risk factors for violence during pregnancy: lasting impact for everyone,1999924.0
violence against women and girls,1999924.0
befpredict,1999923.0
ecological statistics,1999923.0
predictive understanding of the effects of global change on ecological communities and ecosystem functions,1999923.0
nphyco,1999922.0
nuclear powered hydrogen cogenenaration,1999922.0
artificial rna regulators to probe,1999913.0
and design gene regulatory networks in bacteria,1999913.0
artrna,1999913.0
gun question,1999913.0
gun cultures,1999913.0
gun control,1999913.0
a continent disarmed?  gun culture,1999913.0
eu-guns,1999913.0
gun control and the making of western europe (ca. 1870-1970),1999913.0
modern western europe,1999913.0
climate neutral cities mission,1999907.0
global knowledge exchange,1999907.0
gkec,1999907.0
global knowledge exchange centre (gkec) for urban climate neutrality,1999907.0
urban climate neutrality,1999907.0
urban transitions,1999907.0
road transport research,1999906.25
stimulating road transport research in europe and around the globe for sustainable mobility,1999906.25
strength_m,1999906.25
microbots – unravel the power of microbial metabolites to prevent graft versus host disease and cure leukemia relapse,1999901.0
microbots,1999901.0
allogeneic stem cell transplantation,1999901.0
angle-resolved photoemission spectroscopy,1999899.0
charge density waves,1999899.0
exposing hidden electronic configurations in atomically thin superstructures with extreme light,1999899.0
excite,1999899.0
dualnets,1999894.0
bridges in social networks: harnessing dual identity to improve interethnic relations,1999894.0
from co2 and nitrogen fixation to the delivery of therapeutic enzymes: silicified dna origami as artificial microcompartments,1999892.5
enzyme cascades,1999892.5
plundered lives,1999888.0
holocaust history,1999888.0
intimate dispossession: the afterlives of plundered jewish personal possessions in the aftermath of the holocaust,1999888.0
genocidal dispossession,1999888.0
plant grafting,1999880.0
developing grafting to enable hybridisation of new species for agriculture and forestry,1999880.0
graft-able,1999880.0
conifers,1999880.0
plant hybridisation,1999880.0
cell walls,1999880.0
graft hybrids,1999880.0
locomotive,1999878.0
loop corrections from the theory of motives,1999878.0
application development,1999877.5
content development,1999877.5
mr.goodfish3.0,1999877.5
mr.goodfish3.0: co-creating solutions for sustainable seafood consumption,1999877.5
awareness campaign,1999877.5
eu-cip,1999875.0
european knowledge hub and policy testbed for critical infrastructure protection,1999875.0
knowledge network,1999875.0
exploitation of research outcomes,1999875.0
vali,1999875.0
information analysis,1999875.0
information collection,1999875.0
neural substrates of the human mind,1999875.0
closed-loop brain stimulation,1999875.0
bnci2,1999875.0
bidirectional brain/neural-computer interaction for restoration of mental health,1999875.0
temporal-interference magnetic stimulation,1999875.0
dipolar superfluids,1999868.75
dipolar superfluid of diatomic molecules and bose-einstein condensate of tetramers,1999868.75
p-wave pairing,1999868.75
polyatomic molecules,1999868.75
dimobecte,1999868.75
schumann,1999868.5
satellite construction kit for highly unified modular assembly in newspace applications,1999868.5
refuel,1999868.5
team ethnography,1999865.0
hospital ethnography,1999865.0
sensory ethnography,1999865.0
the upcycled clinic: a global ethnography of material creativity in contemporary medicine,1999865.0
anthropology of medicine,1999865.0
making,1999865.0
make do medicine,1999865.0
degenerate partial differential equations,1999864.0
random dynamical systems,1999864.0
stochastic conservation laws,1999864.0
renormalized entropy solutions,1999864.0
fluco,1999864.0
kinetic solutions,1999864.0
fluctuations in continuum and conservative stochastic partial differential equations,1999864.0
(singular) stochastic partial differential equations,1999864.0
niche cell interactions,1999863.0
in vivo models,1999863.0
ex vivo human organoids,1999863.0
molecular regulation & functional implications for lung regeneration and immunity,1999863.0
lung damage and repair,1999863.0
monocyte-to-macrophage trajectories after lung injury: spatio-temporal investigation,1999863.0
momactrajectali,1999863.0
tissue immunity,1999863.0
epigenetic imprinting,1999863.0
macrophage plasticity and function,1999863.0
respiratory viral infection,1999863.0
the silk road language web: a linguistic prehistory of the tarim basin in northwest china,1999863.0
indo-european,1999863.0
linguistic prehistory,1999863.0
tarim basin,1999863.0
silkroadlanguageweb,1999863.0
actionable and transversal sustainability research and innovation,1999860.0
collaborative action coordinating and enhancing systemic,1999860.0
casri,1999860.0
anaerobic lignocellulose degradation,1999858.0
nod-aol,1999858.0
nitric oxide-driven anaerobic oxidation of lignocellulose,1999858.0
core dynamics on millennial timescales,1999854.0
paleocore,1999854.0
cosmogenic radionuclides,1999854.0
geomagnetism,1999854.0
geodynamo,1999854.0
ground based remote sensing,1999848.0
atmospheric science,1999848.0
atmospheric inverse modeling,1999848.0
compressed sensing for climate: a novel approach to localize,1999848.0
particle dispersion modeling,1999848.0
quantify and characterize urban greenhouse gas emitters,1999848.0
biogenic fluxes,1999848.0
atmospheric transport modeling,1999848.0
urban greenhouse gas emissions,1999848.0
atmospheric measurements,1999848.0
sensor network,1999848.0
solar-induced fluorescence,1999848.0
cosense4climate,1999848.0
molstressh2o,1999845.0
molecular mechanisms and consequences of thermal stress rippling through changing aquatic environments,1999845.0
vapour deposition,1999843.75
engineering metal halide perovskites by vapour deposition,1999843.75
perovap,1999843.75
human-centered co-creation mechanism for industry-academia collaborations,1999843.5
industry-academia collaboration,1999843.5
challenge-based quick competitions,1999843.5
online platform,1999843.5
quick challenge-driven,1999843.5
indusac,1999843.5
high-content screening,1999838.0
yeast genetics,1999838.0
ribosome,1999838.0
local translation,1999838.0
3dtop,1999838.0
protein targeting,1999838.0
protein translocation,1999838.0
peroxisomes,1999838.0
3-dimensional organization and functions of translation in organelle proximity,1999838.0
physics of the first mammalian epithelium,1999838.0
epiphys,1999838.0
altered brain-periphery crosstalk as a key pathomechanism for high-risk phenotypes in humans,1999838.0
crossperibrain,1999838.0
fast-mas solid-state nmr as a bypass to high-molecular-weight proteins in solution,1999833.0
bypassnmr,1999833.0
protein nmr,1999833.0
solid-state nmr spectroscopy,1999833.0
h4c europe,1999829.12
building a european community of practice of hubs for circularity,1999829.12
anticafing,1999826.0
harnessing stromal fibroblasts to reduce resistance and improve colon cancer therapeutics,1999826.0
decoding the path to cellular variation within pathogen populations,1999825.0
switchdecoding,1999825.0
antigenic variation,1999825.0
genome architecture,1999825.0
gnotobiotics,1999819.0
powermit,1999819.0
hematologic malignancy,1999819.0
leveraging the impact of gut microbes to advance the efficacy of car-t cell immunotherapy.,1999819.0
big two of agency and communion,1999818.0
fundamental content dimensions in psychology,1999818.0
evolutionary personality psychology,1999818.0
social learning strategies,1999818.0
why are the big two of agency and communion so fundamental to human psychology? an agency-communion theory (act) of social learning and cultural activity and its novel account of social influence,1999818.0
qurcan,1999818.0
the canonisation of the quranic reading traditions,1999818.0
expat,1999815.0
how expectation and attention shape visual information processing in the human brain,1999815.0
circularinvest,1999800.0
powering access to investment for next generation circular economy initiatives in cities and regions,1999800.0
long-lived proteins,1999796.0
oocyte,1999796.0
molecular mechanisms through which oocytes evade ageing,1999796.0
activedormancy,1999796.0
find-tb,1999788.0
development and validation of ‘findtb’,1999788.0
a novel digital tool for tuberculosis triage in children - using innovative methodologies and an interdisciplinary approach,1999788.0
separation of powers,1999784.0
litdem,1999784.0
strategic litigation,1999784.0
strategic climate litigation’s direct and indirect consequences for democracies,1999784.0
silicate alteration in marine sediments:  kinetics,1999780.0
reverse weathering,1999780.0
silicate diagenesis,1999780.0
pathway,1999780.0
sediment incubation,1999780.0
madsilica,1999780.0
and dependency,1999780.0
crinsitu,1999780.0
in situ genetic perturbation of gut bacteria with engineered phage vectors and crispr,1999780.0
plasticpirateseu,1999775.0
european rivers,1999775.0
coastlines and ocean,1999775.0
plastic pirates,1999775.0
litter pollution of rivers,1999775.0
upscaling the plastic pirates citizen science initiative,1999775.0
atomistic,1999774.0
nanomaterials engineering,1999774.0
active site engineering,1999774.0
radical reactions,1999774.0
value-added chemicals,1999774.0
surface-properties relations,1999774.0
direct methane oxidation,1999774.0
surface modifiers,1999774.0
electrolyte effects,1999774.0
atomic-scale tailored materials for electrochemical methane activation and production of valuable chemicals,1999774.0
primate evolution,1999773.0
a climatic or tectonic control on early primate dispersal? a new approach to investigate species dispersal in deep time,1999773.0
sandbox cities,1999773.0
city as a commons,1999773.0
collaborative governance models,1999773.0
storytelling campaign,1999773.0
next-generation think,1999773.0
steam teams,1999773.0
revitalising urban spaces,1999773.0
do tank,1999773.0
creating actionable futures,1999773.0
mechanisms at the interface of dna damage repair and transcription,1999764.0
stop-fix-go,1999764.0
educhange,1999764.0
changing inequality at educational transitions,1999764.0
educational transitions,1999764.0
social inequality in education,1999764.0
well-asia,1999764.0
the pursuit of wellness in southeast asia: new encounters and inequalities in an emerging industry,1999764.0
transnational encounters,1999764.0
metabotyping,1999763.0
memosa,1999763.0
4p medicine,1999763.0
metabolomics-driven molecular source analysis for personalized medicine in children,1999763.0
bio-based sectors,1999762.5
informing and educating young people on more sustainable behaviours and choices to build a future generation informed and interested in bioeconomy,1999762.5
genb,1999762.5
toolkits,1999762.5
mimet,1999760.5
conductive minerals as electrical conduits in methane cycling,1999760.5
blood-csf barrier,1999756.0
delichop,1999756.0
drug delivery to the brain via choroid plexus targeting,1999756.0
single-cell rna-sequencing,1999754.0
stronger,1999754.0
high-grade serous ovarian cancer,1999754.0
what doesn’t kill you: primed and adaptive mechanisms of treatment resistance in ovarian cancer,1999754.0
adaptive resistance,1999754.0
sunflower,1999750.0
photoelectrosynthetic processes in continuous-flow under concentrated sunlight: combining efficiency with selectivity,1999750.0
commodification and the socio-ecological transformation of the middle eastern countryside,1999750.0
1870-1945,1999750.0
global capitalism and rurality: agency,1999750.0
capitaleast,1999750.0
diffuson-related transport in ionically conducting solids,1999750.0
dionisos,1999750.0
diffuson thermal transport,1999750.0
superionic conductors,1999750.0
vibrational,1999750.0
autisms-3d,1999750.0
disability versus difference over development in the autisms,1999750.0
early intervention,1999750.0
computational framework,1999750.0
perceptual measurements,1999750.0
3d interaction,1999750.0
advhandture,1999750.0
computational design of multimodal tactile feedback within immersive environments,1999750.0
compensation,1999750.0
flexbrain,1999750.0
the flexible brain: (re-)shaping adaptation in semantic cognition,1999750.0
biobased certification schemes,1999750.0
sustainability certification for biobased systems,1999750.0
sustcert4biobased,1999750.0
biobased business-to-business labels,1999750.0
conventional fertilisers,1999749.5
alternative fertilisers value chains,1999749.5
fer-play,1999749.5
organic by-products,1999749.5
multi-assessment of alternative fertilisers for promoting local sustainable value chains and clean ecosystems,1999749.5
discovering novel control strategies for turbulent wings through deep reinforcement learning,1999748.0
deepcontrol,1999748.0
turbulent wings,1999748.0
the centre of gravity project,1999736.0
history of modern physics,1999736.0
mathematical methods in science,1999736.0
mathematical relativity,1999736.0
cogy,1999736.0
history of recent science,1999736.0
twinpolitics,1999734.0
multilateral negotiations,1999734.0
digital twin politics: unlocking the full potential of digital twins for sustainable ocean futures,1999734.0
data-driven policy-making,1999734.0
marine environmental protection,1999734.0
science-policy interfaces,1999734.0
the north-south divide,1999734.0
developers of circular solutions,1999725.0
deciso,1999725.0
circular economy ecosystem,1999725.0
state-dna,1999723.0
evolutionary government: origins and consequences of structural change in government,1999723.0
considering the effects of climate change,1999721.25
the effectiveness of nitrogen and phosphorus load reduction measures from source to sea,1999721.25
napsea,1999721.25
harmonized policies,1999721.25
retention,1999721.25
safe ecological boundaries,1999721.25
asymptotic speedups for free through automatic incremental computing,1999720.0
autoinc,1999720.0
incremetal computing,1999720.0
towards increased biosafety for non-target insects - damage-activated proteolysis to selectively enhance toxicity of pesticides,1999720.0
detoxpest,1999720.0
3dcut,1999712.5
3d cuprate twistronics as a platform for high temperature topological superconductivity,1999712.5
systematics,1999711.0
cmbeam,1999711.0
transforming cryogenic optics for cosmic microwave background experiments,1999711.0
telescope,1999711.0
de-risk,1999711.0
de-risk the adoption of local flexibility markets to unlock the safe and reliable mass deployment of renewable energy systems,1999711.0
local flexibility markets,1999711.0
multi sided business models,1999711.0
a data-driven approach to microstructural imaging,1999706.0
adami,1999706.0
diffusion magnetic resonance imaging,1999706.0
tissue microstructure,1999706.0
creating suspects. security politics and colonial rule in the spanish empire,1999706.0
suspicio,1999706.0
categorization,1999706.0
antennae,1999706.0
data driven cost effective 5g integrated cns as a service,1999706.0
plant vascular tissue development,1999699.0
the molecular basis of conductive and vascular tissue development in plants,1999699.0
conductive tissue development,1999699.0
3pole2sea,1999689.0
from the third pole to the sea: impacts of melting glaciers and snowpacks on downstream water and food security,1999689.0
glacier melt,1999689.0
upstream-downstream linkages,1999689.0
high-voltage interface electronics,1999688.0
igzo-based smart interposer technologies for integrated circuits and pixels,1999688.0
sub-threshold logic,1999688.0
igzo,1999688.0
back-end-of-line technology,1999688.0
orison,1999688.0
low-energy design,1999688.0
minerva,1999686.0
emerging cooperative autonomous systems: information for control and estimation,1999686.0
protein landscapes: the political geography of the production and consumption of animal proteins,1999684.0
proteinscapes,1999684.0
political geography,1999684.0
exploring natural immunity in retinal neovascular disease,1999681.0
age-related macular degeneration (amd),1999681.0
nk insight,1999681.0
natural killer cell,1999681.0
retinal neovascular disease,1999681.0
microspore,1999671.0
magicspore,1999671.0
mechanisms and biological functions of h3k27me3 reprogramming in plant microspores,1999671.0
germline,1999671.0
live-cell imaging,1999660.0
brachypodium,1999660.0
morph,1999660.0
dissecting the role of rapid auxin responses in plant morphogenesis,1999660.0
illuminating radial genome organization in the nucleus,1999655.0
fluorescence in situ hybridization,1999655.0
dna-rna contacts,1999655.0
radialis,1999655.0
deciphering the regulatory logic of cortical development,1999643.0
epicortex,1999643.0
privtools,1999640.0
function privacy,1999640.0
compilation,1999640.0
cryptographic engineering,1999640.0
tools for protecting data and function privacy,1999640.0
applied cryptography,1999640.0
private set intersection,1999640.0
private function evaluation,1999640.0
ste(a)m learning ecologies,1999635.0
integrated stem teaching,1999635.0
sles,1999635.0
forhue,1999629.0
forecasting and preventing human errors,1999629.0
adprobe,1999625.0
adpribosylation,1999625.0
profiling enzyme activity,1999625.0
inhibitor discovery,1999625.0
adpribosylation and ubiquitination; post-translational interplay,1999625.0
structural details,1999625.0
cell competition,1999625.0
caspases,1999625.0
multivariate models,1999625.0
cell decision,1999625.0
predicting apoptosis engagement downstream of caspases in vivo,1999625.0
prapedoc,1999625.0
contact electrification,1999625.0
plant surfaces,1999625.0
biohybrid systems,1999625.0
epicuticular electrification: spontaneous charging of materials at the world's largest bio-air interface,1999625.0
campylobacter jejuni,1999625.0
exploring the expanding universe of rna-binding proteins in bacteria,1999625.0
rna-protein complexes,1999625.0
moonlighting enzymes,1999625.0
enigmrbp,1999625.0
bacrbp,1999625.0
ribonucleoprotein,1999625.0
pathogenic bacteria,1999625.0
rbp,1999625.0
salmonella,1999625.0
regulatory rnas,1999625.0
bacterial cell division,1999625.0
demand modelling,1999625.0
aemwe,1999622.5
new manufacturing approaches for hydrogen electrolysers to provide reliable aem technology based solutions while achieving quality,1999622.5
low lcoh,1999622.5
heraqcles,1999622.5
electrolyseur,1999622.5
aem,1999622.5
high efficiency and scalability,1999622.5
complex networks theory,1999614.0
opens,1999614.0
the onset of prebiotic chemistry in space,1999614.0
neuroevolution,1999613.0
adaptivevision,1999613.0
adaptive functions of visual systems,1999613.0
multi-band semiconductors,1999608.0
nanostructured perovskite solar cells,1999608.0
photonics for light management,1999608.0
solar-powered electrochemical water splitting,1999608.0
x-stream,1999608.0
power-to-x: streaming hydrogen from 3-band solar cells boosted with photonic management,1999608.0
stepless,1999605.5
stepless high-lift configurations for optimised aircraft energy management in the tma,1999605.5
increased glideslope angle,1999605.5
stepless high-lift system,1999605.5
brainscape,1999600.0
how the physical environment shapes the human brain,1999600.0
environmental neuroscience,1999600.0
deep cognition learning for language generation,1999595.0
computational models of higher-level cognition,1999595.0
attention mechanisms,1999595.0
decollage,1999595.0
research of research,1999591.0
science of science,1999591.0
quantifying ai-infused science,1999591.0
social data science,1999591.0
scaience,1999591.0
community land model,1999590.0
inter-sectoral impact modelling,1999590.0
lagrangian climate risk and impact attribution,1999590.0
detection and attribution,1999590.0
lacrima,1999590.0
isimip,1999590.0
adolescent well-being and social inequalities,1999589.0
quantitative sociology,1999589.0
adolescent well-being,1999589.0
screen time,1999589.0
digital time use,1999589.0
digineq,1999589.0
3d nanostructuring,1999588.0
porous transport electrode,1999588.0
in-depth understanding of multiphase mass transfer in co2 electrolyzers through application of engineered,1999588.0
ordered reactor components,1999588.0
textual criticism,1999587.0
and ethics towards a new von arnim,1999587.0
early stoicism,1999587.0
hellenistic philosophy,1999587.0
classical philology,1999587.0
doxography,1999587.0
ancient logic,1999587.0
ancient physics,1999587.0
apathes,1999587.0
assessing philosophical authors and texts from herculaneum and elsewhere on early stoicism: insights into ancient logic,1999587.0
herculaneum papyri,1999587.0
edu4climate,1999585.0
air quality & pollution,1999585.0
environmental sciences curriculum,1999585.0
european higher education institutions network for climate and atmospheric sciences,1999585.0
environmental monitoring platforms,1999585.0
atmosphere & climate models,1999585.0
novel insulation concepts for lh2 storage tanks,1999585.0
nicolhy,1999585.0
costs,1999585.0
large-scale storage tanks,1999585.0
reduced crew operations,1999577.0
reduced or single pilot operation incapacitation safety enhancement,1999577.0
single pilot operations,1999577.0
safe return to land,1999577.0
pilot incapacitation,1999577.0
recreating molecular memories: imaging the mechanics of chromosome assembly and the birth of cell identity,1999575.0
chromomeminmotion,1999575.0
plas-fighter,1999573.0
exploiting plasmid–bacteria interactions to fight the evolution of antimicrobial resistance,1999573.0
modlogic,1999565.0
systematically dissecting the regulatory logic of chromatin modifications,1999565.0
towards understanding human consciousness: how internal brain states and environmental context shape our subjective experience,1999562.5
humanconsciousness,1999562.5
terahertz ultra strong coupling  for macromolecules structure analyse & control,1999555.0
bayesian gaussian processes. or: how i learned to stop worrying and love nonlinear social science,1999555.0
life course sociology,1999555.0
nonlinearscience,1999555.0
organizational sociology,1999555.0
nonlinear social science,1999555.0
understanding emergent physical properties of chromatin using synthetic nuclei,1999550.0
synthnuc,1999550.0
molecular and cellular mri,1999549.0
mri responsive agents,1999549.0
multifaceted molecular mri toolbox to uncover zn2+ in physiology and pathology,1999549.0
zincmri,1999549.0
mri reporter genes,1999549.0
zinc mri,1999549.0
history of the family,1999546.0
demfam,1999546.0
democratising the family? gender equality,1999546.0
childcare,1999546.0
parental rights,1999546.0
global gender history,1999546.0
child custody,1999546.0
and child welfare in contemporary global history,1999546.0
translation initiation,1999539.0
atp synthase,1999539.0
kozak sequence,1999539.0
mitoribosome,1999539.0
form differentiation in trypanosomes,1999539.0
species-specific aspects in eukaryotic mrna translation modulation and their implications in diseases,1999539.0
spictrans,1999539.0
cytosolic ribosome,1999539.0
species-specific mrna translation modulation,1999539.0
kinetopladtides,1999539.0
university-business cooperation,1999536.25
industry-academia-public sector co-creation,1999536.25
expert facilitator,1999536.25
european communities of facilitators focused on co-creation training,1999536.25
networking and hands-on learning,1999536.25
higher-education institutions,1999536.25
eu.fficient,1999536.25
induction of neuromuscular plasticity for natural motor rehabilitation,1999533.75
inception,1999533.75
rnaphotocat,1999525.0
probe,1999525.0
rna imaging,1999525.0
fluorophore,1999525.0
decoding subcellular spatial biology with high precision using rna photocatalysts,1999525.0
transnational cooperation on the missions approach,1999518.0
trami,1999518.0
paleonile,1999515.0
evolution on the nile: faunal regionalization and continuity in the pleistocene of sudan,1999515.0
model-based engineering,1999500.5
metasat,1999500.5
modular model-based design and testing for applications in satellites,1999500.5
isolation and recovery (fdir),1999500.5
cue-based retrieval,1999500.0
computational models of memory in language,1999500.0
memlang,1999500.0
computational cognitive modeling,1999500.0
vector space models,1999500.0
self-paced reading,1999500.0
semantic processing,1999500.0
syntactic processing,1999500.0
memory access in language: how we store and retrieve linguistic information,1999500.0
nanoimaging,1999500.0
surface polaritons,1999500.0
twistoptics,1999500.0
twistoptics: manipulating light-matter interactions at the nanoscale with twisted van der waals materials,1999500.0
consolidating research and policy along the cognitive computing continuum,1999500.0
cloud edge iot cognitive computing continuum,1999500.0
nexusforum.eu,1999500.0
choreographies for distributed systems: reasoning,1999498.0
choreographic programming,1999498.0
choreography,1999498.0
sulfur metabolism,1999496.0
seasym,1999496.0
symbioses between plants and sulfur-oxidizing bacteria sustain coastal 'blue carbon' ecosystems,1999496.0
seagrasses salt marshes,1999496.0
longtx,1999495.0
targeting long non-coding rnas for novel treatment strategies in vascular diseases,1999495.0
building identity: religious architecture and sacral landscapes of christian minorities in  india and bangladesh,1999493.0
caste,1999493.0
id-scapes,1999493.0
entangled histories,1999493.0
living materials and structures,1999491.0
bio-inspired composites,1999491.0
additive manufacturing of living composite materials,1999491.0
am-imate,1999491.0
solar energy conversion,1999491.0
solvated electrons,1999491.0
non-markovian memory,1999491.0
ng-quapi,1999491.0
next generation quasi-adiabatic propagator path integral (quapi) methods for condensed phase quantum dynamics,1999491.0
3d computer vision,1999490.0
geometry processing,1999490.0
universal geometric transfer learning,1999490.0
vega,1999490.0
transfer learning for geometric data,1999490.0
ancient agriculture,1999489.0
millet,1999489.0
plant dispersal,1999489.0
past & future millet foodways,1999489.0
milways,1999489.0
production of a second phase of hydrophobic aromatics with solvent-tolerant pseudomonas,1999485.0
reboundless,1999478.0
design science,1999478.0
system dynamics,1999478.0
towards the prevention of rebound effects within complex socio-technical systems,1999478.0
rebound effects,1999478.0
capillarity and imbibition in textiles,1999474.0
