keyword,count
unmet,1
anti-angiogenic therapy,1
vessel co-option,1
sprouting angiogenesis,1
'unmet' - uncovering mechanisms and establishing strategies to target vessel co-opted colorectal cancer liver metastases,1
dataabm,1
data-driven agent-based models of investors with machine learning,1
behavioural finance,1
narrative identity,1
bold minds,1
life story assessment,1
ecological momentary assessment,1
borderline personality disorder,1
borderline personality disorder: memory and identity in adolescence,1
vulnerability factors,1
involuntary memory,1
land tenure,1
landscape governance,1
resilience thinking,1
property relations,1
pastoral commons and collective governance,1
pastoral life in common: an anthropological contribution to resilience research,1
heavy-duty vehicle,1
rhodas,1
reinventing high-performance power converters for heavy-duty electric transport,1
designing many-particle wavefunctions in mesoscopic quantum devices,1
nanoarpes,1
valleytronics,1
mapwave,1
time-resolved arpes,1
microarrays,1
cancer diagnostic,1
electrochemiluminecence,1
aberrant post-translational modifications,1
field effect transistors,1
strim,1
scientific training for post-translational modification detection in cancer screening,1
crescine,1
business innovation,1
film and av,1
digital shift,1
digital production,1
crescine – increasing the international competitiveness of the film industry in small european markets,1
small european film markets,1
multisite phosphorylation in biomolecular condensates.,1
enzyme kinetics,1
asperterpenoid,1
photo-redox chemistry,1
sesterterpenoid,1
variecolin,1
unlocking the antitubercular mode of action of asperterpenoid through total synthesis,1
haptic,1
haptic control,1
touch-enabled tactile internet training network and open source testbed,1
open source testbed,1
toast,1
tactile internet,1
haptic communication,1
wireless communication and networking,1
understanding groundwater pollution to protect and enhance waterquality,1
upwater,1
enabling and leveraging climate action towards net-zero emissions,1
elevate,1
g-epic,1
school interventions,1
disadvantaged groups,1
political inequality,1
gender empowerment through politics in classrooms,1
gender empowerment,1
zoogeochemistry,1
nutrient redistribution by mammals as a key mechanism for ecosystem restoration,1
re-nourish,1
north atlantic ocean,1
tracking the north atlantic water circulation during the last glacial period using multi-proxy approaches,1
nacmupro,1
micropaleontology,1
last glacial maximum,1
viking age,1
lead isotope analysis,1
brothers in arms: provenancing metal war gear from the first viking raid to the east,1
slag inclusion analysis,1
metra,1
artefact biographies,1
ferrous metallurgy,1
scandinavian,1
weaponry,1
metal provenance,1
la-icp-ms,1
data quality and representation,1
coordination and synchronisation,1
relaxed semantics across the data analytics stack,1
relaxed semantics,1
leguminose,1
ecological intensification,1
soil fertility,1
cereal,1
legume-cereal intercropping for sustainable agriculture across europe,1
plant-soil-microbe interaction,1
deniability,1
proprim,1
anonymous communication,1
provable privacy for metadata,1
online privacy,1
metadata privacy,1
focused ultrasound and microbubbles targeting alpha-synuclein pathology-related dementia (fuma),1
fuma,1
pollinator-friendly policies,1
co-designing,1
restpoll,1
living-lab network,1
agricultural landscape transformation,1
restpoll: restoring pollinator habitats across european agricultural landscapes based on multi-actor participatory approaches,1
quantum generative adversarial networks with photonic integrated circuits (qugantic),1
qugantic,1
arctic pollution in a one health perspective - from complex challenges to sustainable solutions,1
solutions,1
arcsolution,1
iga nephropathy,1
b-cell and plasma cell pathology,1
benchmarking genome-editing platform,1
off-target identification pipeline,1
redirected t cells,1
product specification,1
genetiga,1
gene-edited t cells combating iga nephropathy. a blueprint approach for safe & efficient genome editing of t cells to sustainably combat several immune diseases and cancers related to b-cell pathology,1
multiorgan-on-chip,1
european partnership on accelerating farming systems transition – agroecology living labs and research infrastructures,1
differential effects of dietary potassium intake on blood pressure,1
hyperk,1
potassium,1
cuban studies,1
anthropology of education,1
higher education policies,1
anthropology of policy,1
cuban higher education reform: a policy ethnography,1
cherpe,1
research ethics and integrity for the green transition,1
re4green,1
intergenerational justice,1
social lab,1
climate ethics,1
value pluralism,1
crop cultivation,1
present and future resilience [agri-dry],1
traditional ecological knowledge,1
agri-dry,1
dryland agriculture and land use; past,1
potatoes and grain legumes,1
gs (genomic selection) rapid-cycle breeding,1
integrating breeding for ipm into the deployment landscape for wheat,1
kt (knowledge transfer),1
pathotypes,1
mas (marker assisted selection),1
ipmorama,1
vulnerability mapping,1
it industry,1
european capitalism,1
european businesses,1
european economic integration,1
data is the new oil - a political history of the european computing industry,1
oil industry,1
ditno,1
intrahousedecisions,1
intra-household decision making,1
saving behaviour,1
social norm elicitation,1
lab-in-the-field experiment,1
intra-household responsibilities and financial decisions,1
trends on educational inequalities over time and successful interventions that contribute to reverse them,1
revers-ed,1
zero nutrient pollution,1
trans4num,1
transformation for sustainable nutrient supply and management,1
nutrient flow optimisation,1
intensive agriculture practices,1
socio-ecological transformation,1
das technology,1
seasounds,1
underwater noise pollution,1
innovative marine soundscape characterization to effectively mitigate ocean and sea noise pollution,1
offshore foundation installation,1
uxo disposal,1
marine soundscape,1
hpc modeling,1
multilingual performance,1
dramaturgies for languaging: developing linguistically sustainable theatre and performance,1
multilingual dramaturgies,1
knowledges,1
dramalang,1
wind forum,1
repowering,1
just and effective governance for accelerating wind energy,1
knowledge co-production,1
justwind4all,1
digitalisation and the future of mobility: a study of mobility as a service [maas] platforms,1
mobi-dig,1
models framework,1
emissions drivers,1
colossal,1
enhanced global quantification and understanding of nitrous oxide emissions from agricultural soils,1
rapid adaptation,1
dikaryon,1
fungal plant pathogen,1
r-evolution,1
why two and not one? evolutionary consequences of maintaining individual genome copies in two separate nuclei,1
rust fungi,1
biodiversity strategy,1
integrative ocean health assessment,1
by assessing integrated impacts of cumulative pressures,1
ges4seas,1
achieving good environmental status for maintaining ecosystem services,1
integrated urban food policies – developing sustainability co-benefits,1
foodclic,1
food environments,1
deprived & vulnerable groups,1
spatial linkages,1
social inclusion and sectoral connections to transform food systems in city-regions,1
planning frameworks,1
food policies,1
science based and integrated,1
city-regions,1
science-policy-practice interface,1
real-life interventions,1
microbial electrochemical technologies,1
trampoline-: a training programme to promote the industrial adoption of microbial electrochemical technologies,1
trampoline,1
deciphering the role of host immunity in development of herpes virus meningitis,1
recurrent lymphocytic mollaret's meningitis,1
herpes simplex virus 2,1
divir,1
biocp-3dink,1
biodegradable and biocompatible ink,1
3d printer,1
self crosslinker conjugated polymer,1
conjugated polymer,1
"""""""biocp-3dink: advancing biocompatible 3d printing inks for next-generation applications""""""",1
afm-ldh,1
atomic force microscopy-based exploration of layered double hydroxide nanoparticles adjuvant mechanism,1
farming equipment,1
nutri-know - broadening the impact of eip-agri operational groups in the field of nutrient management: knowledge exploitation and easy-to-understand           material for farmers and practitioners,1
practice-oriented material,1
soil management and fertilisation,1
practice abstracts,1
nutri-know,1
electromicrobiology,1
harnessing the electric potential of cable bacteria to generate electricity sustainably,1
cable electricity o2,1
multilevel orders of corruption in central asia,1
mocca,1
law and society,1
sociology of law,1
post-soviet studies,1
lcsa (life cycle sustainability assessment),1
valpro path,1
circular agriculture,1
new value landscapes for plant protein pathways,1
understanding the origins of dendrite formation and growth in llzo solid electrolytes,1
den-llzo,1
dendrite formation,1
atomistic simulation,1
fracture mechanics,1
grain boundary,1
future innovation for pesticide use reduction in agriculture,1
food- and supply-chain,1
fortuna,1
multidisciplinary network,1
decision-making support tool,1
broadband connectivity,1
xg,1
bridging the digital divide and addressing the need of rural communities with cost-effective and environmental-friendly connectivity solutions,1
commect,1
groundwater transport,1
cytostatic drugs,1
cytis,1
cytostatic compound fate and transport in soil and groundwater,1
econet,1
interaction turnover,1
joint species distribution model,1
trait,1
rewiring of ecological networks under global change,1
pomp,1
polar marine biodiversity,1
polar ocean mitigation potential,1
combining catalyst design and electrode reconstruction for industry compatible co2 electrolysis,1
3d self-supporting electrode,1
hpsr-ame-co2rr,1
mobilising investments for protecting and restoring biodiversity by harnessing innovative financial solutions and advanced geospatial analytics,1
bio-capital,1
guide.mrd,1
guiding multi-modal therapies against mrd by liquid biopsies -  guide.mrd,1
circulating tumor dna (ctdna),1
minimal residual disease (mrd),1
isobiotics,1
antibody fragment,1
fluorine-18,1
drug innovation,1
radiolabeling,1
biological drugs,1
carbon-14,1
isotopic labeling of biotherapeutics,1
eov,1
observing and mapping marine ecosystems – next generation tools,1
ebv,1
obama-next,1
habitats,1
sensors and interoperable architecture,1
connected and secure battery management system enhanced by next generation edge and cloud computing,1
ibattman,1
hybrid modelling,1
smart bms,1
next-generation vehicle,1
optic sensor,1
preparing for the ‘soil deal for europe’ mission,1
prepsoil,1
sorcs1,1
structural and biophysical characterisation of insulin receptor and glutamate receptors ampar and nmdar in complex with sorcs coreceptors 1 and 2,1
structure function relationship,1
nmdar,1
sorcs,1
vps10p family,1
c-terminal tail,1
regulation mechanism,1
sorcs2,1
ir,1
membrane protein,1
sporting mega-events,1
popular geopolitics,1
sports mega-events and popular politics: a comparative study of mediation and public memory of the uefa 2020 and russia 2018 football championships,1
popular culture and world politics,1
media events,1
poppolmpme,1
russia 2018 football world cup,1
uefa 2020 euro,1
sport sociology,1
greenly synthesized nanomaterials for phosphorus recovering and recycling in agricultural catchment,1
nano fertilizer,1
agricultural drainage,1
greenp,1
p recovery,1
source localization,1
thalamicattention,1
volume conduction model,1
neuronal oscillations,1
the role of human thalamus in selective attention via novel denoising applied to magnetoencephalography,1
food biotechnology,1
rhapple,1
rhamnogalacturonan,1
dietary fiber,1
novel biotechnological route for the isolation and investigation of rhamnogalacturonan-i from apple side-streams as model systems,1
(uhv),1
electrocatalytic activity and dissolution stability of high entropy alloys at the atomic scale,1
high entropy alloys (hea),1
x-ray photoelectron spectrocopy (xps),1
heacat,1
energy access,1
off-grid microgrids,1
energy park,1
improving energy access and climate resilience in africa’s fringe communities,1
cookstoves,1
pue,1
africaenergyparks,1
sedimetology,1
greenflux,1
effect of climate change on greenhouse gas fluxes from marine artic regions,1
hydroacustics,1
gas hydrates,1
governance schemes,1
safe ecological conditions,1
nordbalt-ecosafe,1
river basins,1
nitrogen and phosphorus load reduction approach within safe ecological boundaries for the nordic-baltic region,1
water bodies,1
legume and herb mixtures in crop rotations: modelling mechanisms and legacy effects,1
legumelegacy – optimising multiple benefits of grass,1
grasslands leys,1
legacy effect,1
multispecies mixtures,1
legumelegacy,1
herbs,1
british monarchy,1
celtic,1
early modern ireland,1
irish identities and political thought in early modern historical writing: greek and roman sources,1
neo-latin,1
piloting open and responsible activities and trainings towards the enhancement of researchers networks,1
transferanble skills,1
improving renewables penetration through plug and play microgrids,1
off-grid energy systems,1
repower,1
acyl-coa:cholesterol acyltransferase,1
single enzyme nanogels,1
rational design of acat single enzyme nanogels for hepatic fibrosis treatment-nanoacatre,1
nanoacatre,1
hepatic fibrosis treatment,1
export and sequestration in emerging polar ecosystems,1
blue carbon production,1
benthic-pelagic coupling,1
sea-quester,1
plankton,1
neutrons and photons elevating worldwide science (nephews),1
widening countries ukraine and africa,1
nephews,1
twinning for users,1
curiosity driven research,1
trans-national access,1
neutron and photon sources,1
conservation status,1
protectfish,1
adaptive nature management,1
protecting threatened river fish against predation,1
cormorants,1
grayling,1
silica nanoparticles,1
design of artificial organelles to modulate the astrocyte-neuron communication,1
paper chips,1
artificial organelle,1
nvu-on-a-chip,1
ancom,1
considering climate mitigation and risk reduction,1
invest4nature,1
climate risk reduction,1
promoting investments in nbs and accelerating market uptake by gaining a better understanding of the economic performance of nbs,1
acoustic behaviour,1
odontocetes,1
shipping noise,1
responses of cetaceans to natural and anthropogenic noise,1
harbour porpoise,1
rain noise,1
rotational crops,1
extended root phenotype,1
water stress resilience,1
root2resilience: root phenotyping and genetic improvement for rotational crops resilient to environmental change,1
root2res,1
novel phenotyping tools,1
mental competence,1
critiquing assessements of decision-making capacity,1
decision-making capacity,1
mental capacity,1
solid phase oligonucleotide synthesis,1
oligonucleotide backbone modifications,1
backbone-optimized oligonucleotides for therapeutics,1
molecular breeding,1
marker assisted selection,1
variety recommendation,1
belis,1
forage,1
variety registration,1
breeding european legumes for increased sustainability,1
developmental neurotoxicity,1
amphibia,1
endocrine disruption,1
novel methods to identify endocrine disruption induced neurotoxicity,1
adverse outcome pathways,1
neuromics,1
forest sensitivity,1
paloma,1
a palaeoenvironmental investigation of amazonian lowland sensitivity to climatic drivers using pollen-based modelling approaches,1
gams,1
transfer functions,1
career guidance,1
spaciis,1
career education,1
spatialising career interventions for inclusivity and sustainability,1
youth transition,1
vipice,1
north atlantic geology,1
strontium isotopes,1
trace element analyses,1
viking iron production in iceland: a new model of norse iron supply and circulation in the north atlantic,1
iron provenancing,1
isotopic tracing,1
methodologies for assessing the real costs to health of environmental stressors,1
marches,1
impact-pathway method,1
aqds,1
bioelectrochemical systems with immobilized redox mediators for power-to-methane conversion,1
redox mediators,1
biogas upgrade,1
power-to-methane,1
bes.wire,1
trickle bed reactor,1
granular activated carbon,1
integrity and efficiency in research through next-level reproducibility impact pathways,1
tier2: enhancing trust,1
epistemic diversity,1
tier2,1
socio-economic network,1
river deltas,1
post-roman mediterranean,1
post-roman europe,1
de.ltas,1
debating deltas: the early medieval river mouth’s historical ecologies (6th-10th centuries ad). an interdisciplinary and comparative approach,1
biostimulant,1
thrips,1
weed,1
mealybug,1
predator,1
banker plant,1
push-pull,1
stripcropping,1
leafy vegetable,1
adopt-ipm,1
eu-china joint action to increase development and adoption of ipm tools,1
biopesticide,1
lepidoptera,1
futurefoods,1
european partnership for a sustainable future of food systems,1
moral ideals,1
investigating the moral ideals and social norms of economic discrimination,1
ecodisc,1
laboratory experiment,1
online experiment,1
flow batteries,1
rezilient,1
redox-mediated hybrid zinc-air flow batteries for more resilient integrated power systems,1
mid- to long-duration energy storage,1
citizen trust in science,1
probing the impact of integrity and integration on societal trust in science,1
open science practices,1
poiesis,1
societal integration,1
dualflow,1
dual circuit flow battery for hydrogen and value added chemical production,1
flow battery,1
mediated electrolysis,1
wet horizons,1
wet horizons - upgrading knowledge and solutions to fast-track wetland restoration across europe,1
refrescar,1
improved coordination of national and european bioeconomy research and innovation programmes in the era through strengthened scar working groups,1
aelectra,1
a new concept for mid- to long-term storage of electrical energy in ammonia,1
electrochemical synthesis,1
baffin bay,1
nutrient concentration and utilization,1
a multi-isotope assessment of the past arctic nutrient cycle,1
bulk sediment,1
silicon isotopes,1
pnut,1
west greenland,1
nitrogen isotopes,1
electron and ion spectroscopy,1
radioprotectors,1
unraveling the photochemistry of radiosensitizers and radioprotectors in free biomolecular complexes,1
biomolecular complexes,1
photochem-rs-rp,1
disscoation,1
digital safety,1
cyberbullying,1
participate,1
cross-national analysis,1
parents and technology in cyberbullying: intervention and prevention for future experts.,1
online bullying,1
orige.net,1
early christian studies,1
scriptural networks: digital exploration of quotation culture in origen of alexandria's exegesis,1
quotation culture,1
origen of alexandria,1
theology,1
sustainable structural design,1
high-performance concrete,1
litefloatcon,1
floating structures,1
flexible connectors,1
lightweight concrete,1
light-weight high performance concrete for modular floating structures,1
hide and seek: exploring pfas accumulated in urban sludge,1
urban sludge,1
per- and polyfluoroalkyl substances (pfas),1
hasps,1
extracellular polymeric substances (eps),1
interaction mechanism,1
tensor tomography,1
tusk,1
multiscale hierarchical imaging of the spiraled structure of narwhal tusk,1
narwhals,1
hi-twist,1
mineralized tissue,1
mechanical meta-material and tribology (metatrib) project: structure- dominated/controlled frictional behaviour.,1
mechanical metamaterial,1
soft material,1
metatrib,1
a new framework for landscape research in archaeology,1
gis and spatial analysis,1
neflara,1
spatial networks,1
geo-visualization,1
urban water runoff,1
waterun,1
innovative methodology to prevent and mitigate diffuse pollution from urban water runoff,1
diffuse pollution,1
stormwater,1
feeding resilience of odontocetes in the anthropocene,1
front,1
hunting success,1
inclusive partnership,1
aligned co-funders,1
tradeoffs,1
cobenefits,1
policy processes,1
governance model,1
branded network,1
system approaches,1
foodpaths,1
co-creating the prototype 'sustainable food systems partnership',1
neutral4gs,1
innovating with nature for sustainable water management in the global south,1
supporting uptake integrated pest management and low-risk pesticide use,1
legume generation,1
soya bean,1
lupin,1
clover,1
phaseolus bean,1
boosting innovation in breeding for the next generation of legume crops for europe,1
lentil,1
crafts,1
ccsi,1
craft revitalization action for futureproofing the transition to innovative technologies for sustainable development,1
craft-it4sd,1
ejp,1
green era-hub,1
era-net cofunds,1
coordination of national research programmes in agri-food and biotechnology - joining forces of era-net cofunds,1
ejp and self sustained initiatives,1
joint funding,1
srnaur,1
pirna,1
a novel role of small rna pathways in regulating dna replication in polyploid cells.,1
underreplication,1
elucidating the genomic architecture of genetic load,1
sv-load,1
biomarkers for animal vulnerability assessments,1
dynamic energy budget modelling,1
bava,1
space-for-time substitution,1
global heating,1
muskox,1
evtol multi-fidelity hybrid design and optimization for low noise and high aerodynamic performance,1
electric aircraft design,1
evtolution,1
multi-fidelity simulation,1
digital aviation,1
aeroacoustic installation effects,1
real-world-data enabled assessment for health regulatory decision-making,1
gemini 4.0,1
gemini for zero emission,1
nuclear cogeneration,1
high temperature reactor,1
triso,1
autonomous drones for nature conservation missions,1
wilddrone,1
human-wildlife,1
physics-informed ai,1
electrical vehicle,1
e-powertrain predictive maintenance using physics informed learning,1
dt,1
teaming,1
e-motor,1
robust and accessible modelling for an effective management of agricultural soil erosion in europe,1
impact-erosion,1
computer-aided rational design of enzymes,1
hacking photosynthesis: biosensors for herbicides and beyond,1
b-fhab,1
optimesm,1
optimal high resolution earth system models for exploring future climate changes,1
regional climate,1
earth system processes,1
safe landings,1
policy guidance,1
high resolution,1
eries,1
engineering research infrastructures for european synergies,1
research infrastructuresresearch infrastructures,1
experimental testing,1
rebpaf,1
codicology,1
re-mediating the early book: pasts and futures,1
early printing,1
medieval literatures,1
history of the book,1
host country needs,1
protecting irregular migrants in europe: institutions,1
interests and policies,1
comparative institutional analysis,1
enhancing rights protections,1
new airport operations,1
distributed hybrid electric propulsion,1
new mid-range aircraft concept,1
large aspect ratio airframe,1
integration and digital demonstration of low-emission aircraft technologies and airport operations,1
plankton-like protocells for artificial photosynthesis targeting carbon-neutral energy vectors,1
plankt-on,1
radon,1
wet deposition,1
gamma dose rate,1
natural background,1
atmospheric ionisation,1
cloud properties,1
nuclim,1
nuclear observations to improve climate research and ghg emission estimates,1
multimorbidity,1
early-life origins,1
early-life urban environmental exposures and childhood multimorbidity: an exposome-wide approach,1
emergent awareness from minimal collectives,1
non-linear dynamics,1
swarm engineering,1
artificial evolution,1
integration theory,1
non-western migration regimes,1
non-western migration regimes in a global perspective,1
the global south,1
eufog,1
contested eu foreign policy in an era of geopolitics,1
pathway assessment,1
towards an integrated consistent european lulucf monitoring and policy pathway assessment framework.,1
deciphering the roles of the salvage and de novo pathways of nucleotide’s metabolism in mitochondrial dna maintenance,1
mito-garage,1
southeast iberian peninsula,1
western mediterranean),1
sediment cores,1
alboran sea,1
making stratigraphy in the anthropocene: tracing multidecadal pollution in the marine sedimentary record off the coast of granada (alboran sea,1
omega3,1
pleasant,1
plant based emulsifiers with improved technological and physiological functionality,1
plant-proteins,1
sustainable remediation of radionuclide impacts on land and critical materials recovery,1
surri,1
constant mean curvature surfaces,1
traveling waves,1
reaction-diffusion systems,1
variational methods,1
parabolic equations,1
nonlinear partial differential equations describing front propagation,1
nfrogs,1
allen-cahn,1
geometric variational problems and singularities.,1
ginzburg-landau,1
human machine performance envelop (hmpe),1
controller adaptive digital assistant,1
coda,1
neural-symbolic learning and reasoning,1
knowledge representation,1
rrr-xai,1
information fusion,1
rrr-xai: right for the right reason explainable artificial intelligence,1
vocal archives,1
voices of spanish poets: vocal archive and experimental study on poetry reading,1
vsp,1
psycholinguistics and cognition,1
poetry reading,1
investigation of coupled bone and eggshell (de)mineralization during laying cycle of hens,1
biominerals,1
micro-raman,1
atr-ftir,1
skeletal disorders,1
bonegghens,1
myxobacteria,1
unravelling the potential of lysm-domain proteins to awaken silent secondary metabolites genes in predatory bacteria through predator-prey interactions.,1
bacterial predation,1
soil bacteria,1
lysm,1
signalling,1
cross-craft interactions,1
icp-ms,1
gold provenance,1
gold technology,1
technological traditions,1
the transversal social impact of gold metallurgy in ancient societies: a diachronic approach from prehistoric iberia.,1
goldenimpact,1
luggage reidentification,1
customs automation,1
customs decision support,1
intelligent system for improved efficiency and effectiveness intelligent system for improved efficiency and effectiveness of the customs control of passenger baggage from international flight arrivals,1
baggage customs scanning,1
baggage customs risk assessment,1
automatic detection,1
bag-intel,1
baggage customs control,1
streamlining environmental impact assessment complex networks to integrate new eu environmental policies,1
netdeal,1
nanoagent-based three-method treatment for atherosclerosis: combination of thermal,1
nanotas,1
and drug-based methods,1
mechanical,1
energy harvesters,1
rectifiers,1
metal-insulator-tmds diodes,1
two-dimensional transition-metal dichalcogenides-based rectifier for rf harvesting,1
target-rf,1
serset,1
sers –tweezers enhanced by electro-thermo-plasmonic flow,1
highly radioactive waste,1
microbial activity at the bentonite barrier in a deep geological nuclear waste repository,1
deep geological repository,1
microbent,1
visualizing hebrew knowledge: shape and text in scientific and philosophical manuscripts,1
vishek,1
biocitrees,1
an integrative understanding of the role that urban trees plays for people and nature,1
people's perceptions,1
insect biodiversity,1
memoryreimagined,1
memory reimagined: gender and intersectionality in participatory memory configuration,1
particle accelerators physics,1
nucleon decay,1
liquid argon time projection chamber,1
search for new physics and technological advancements from neutrino experiments at the high intensity frontier. a cooperative europe - united states - brazil effort.,1
photo-multipliers,1
prevision,1
task goals,1
prediction error computation in visual perception,1
stena,1
protohistory,1
stereotypes and asymmetries in the spanish iron age (1st millennium bce),1
gender discourses in archaeology. conceptual models,1
argumentation analysis,1
conceptual models,1
geographical text analysis,1
iron age archaeology,1
molecular sensing,1
sigsyncell,1
engineering biological signaling pathways using synthetic cells,1
drug crystallization,1
lightsupgel,1
towards unravelling self-assembly/disassembly mechanisms of photo-switchable supramolecular gels by super-resolution microscopy and their use for drug crystallization,1
photo-switchable gels,1
pavement,1
circular and connected pavements for carbon-neutral and digital roads,1
circopav,1
imaging prostate cancer using viscoelastic biomarkers and a novel transurethral viscoelastic elastography procedure,1
functions,1
dose-response,1
ipcc future scenarios,1
surface recession,1
a new diagnostic imaging model (dim) for measuring 3d surface recession as a tool for the quantification of heritage damage & for the development of custom remediation strategies,1
aging tests,1
m3dea,1
sentinel ai,1
empowering africa's point of care with cutting-edge graphene biosensing for rapid detection and interconnected surveillance of novel ebola virus outbreaks.,1
epoca,1
statistical methods for accurate quantification of microrna expression via small rna sequencing,1
small rna sequencing (srna-seq),1
data normalisation,1
single-cell small rna-seq,1
isomirs,1
differential expression analysis,1
miraqel,1
engineering vascularized implants for personalised osteochondral tissue regeneration: from medical imaging to pre-clinical validation,1
osteochondral scaffolds,1
engvipo,1
hydrodynamic equations,1
hicody,1
mathematical challenges of higher-order interactions in collective dynamics,1
collective dynamics,1
cmos compatible optoelectronic devices platform for 2d-materials,1
concept-2d,1
metal-organic frameworks as concerted proton-electron transfer mediators for electrocatalysis,1
ecat-mof,1
equal,1
opportunities,1
openresearchers2223,1
responsible research and innovation (rri),1
open researchers 2022-23,1
art4brain,1
aerobic and resistance exercise training for improving brain-related outcomes,1
remiplaswas,1
removal of microplastics from the environment using autochthonous wastewater-derived microbial consortia,1
magic-molfun,1
matching genes with molecules for functional analysis,1
communication theory,1
intelligent communications,1
6g communications,1
enios,1
enabling intelligent omni-surfaces for smart and efficient wireless communication,1
human rights in childbirth,1
obstetric violence,1
ipov-respectful care,1
international platform on obstetric violence (ipov): an innovative tool for a respectful maternity and  childbirth care,1
gender violence,1
remoove,1
olive-mill waste,1
closed-loop manufacturing,1
olive pomace,1
alperujo,1
residue management in the olive oil industry: valorisation and environmental protection,1
roleps,1
trypanosomatids,1
eps,1
role of extracellular polymeric substances (eps) in the prevalence and resilience of lotmaria passim,1
honey bees,1
isotope chemistry,1
isotopamor,1
isotopic signatures in crystalline carbonates: the role of amorphous precursors,1
amorphous calcium carbonate,1
a fast numerical solver for electromagnetic compatibility assessment of aircrafts made using nano- and micro- engineered materials,1
solvemca2,1
language-dependent memory,1
prospective memory,1
todo-brain,1
remembering (to-do) intentions in the bilingual brain,1
source localization analyses,1
linguistic experience,1
a novel toolkit for the early diagnosis of hearing impairment (edhi),1
edhi,1
auditory neuroscience,1
agrarian heritage,1
benefit redistribution,1
secretour,1
heritage communities,1
payment for services,1
engaging and creative tourism as a driver for a better future in rural and remote areas,1
mahod,1
meta analyses of heterogeneous omics data,1
chemometrics,1
mfcbiofactory,1
greenhouse emissions,1
electroactivity,1
biofactory,1
microbial fuel cell,1
novel bioelectrochemical factory system for energy production and treatment of industrial wastewater:  electroactive and non-electroactive microbiome,1
copper reduction,1
environmentally friendly copper-engineered nanoparticles: innovative fungicide to reduce copper accumulation.,1
ecofun,1
nanofungicides,1
multifunctional nanomaterials,1
safe- and sustainable-by-design nanomaterials,1
atmospheric aerosol,1
developments of the generalized retrieval of atmospheric and surface properties for the synergy of different satellites and ground-based networks: advances in atmosphere and surface characterizations,1
grasp-synergy,1
electronorm,1
electro-adsorption of naturally occurring radionuclides (norm) from wastewater of hydraulic fracturing with functionalized carbon aerogels as electrodes,1
co-sustain,1
pathways for co-creation between local authorities and collective actions for a sustainable transition,1
infant-directed speech and songs,1
distinguishing infant-directed speech and songs: the distinctive evolution of acoustic features and visual entrainment in infants,1
musicalspeech,1
acoustic features,1
car.t cells,1
near-infrared photothermal nano-car immunotherapy mediated by engineered exosomes targeted to pancreatic cancer with mutated kras,1
mutated kras,1
nir-nanocar,1
post-pandemic europe,1
boosting societal adaptation and mental health in a rapidly digitalizing,1
problematic usage of the internet,1
digital human rights,1
adolescent mental health,1
high-resolution 3d imaging,1
bite's evolution: a biomechanical study of pleistocene humans in europe,1
bite,1
dental palaeoanthropology,1
discovery of new frontal temporal dementia multimodal spectral markers in biofluids.,1
frontal temporal dementia,1
ir4ftd,1
geohazards and geoengineering,1
localization in geophysics,1
constitutive modelling,1
geoengineering,1
loc3g,1
micro and macro approach,1
diagonal,1
additive manufactured materials,1
ductility and fracture toughness analysis of functionally graded materials.,1
ductile,1
invertebrate cognition,1
bees and cephalopods numeric abilities,1
sonic,1
sense of number in invertebrate cognition,1
symbolic representation,1
sense of number,1
emerging pollutants,1
bioaerosols,1
inchildhealth,1
identifying determinants for indoor air quality and their health impact in environments for children: measures to improve indoor air quality and reduce disease burdens.,1
boosting upstream and downstream processes to maximize yield of phb production and 2,1
promofer,1
3-butanediol.,1
bio-based pu,1
bio-based pha,1
downstream purification,1
sustainable end of life,1
net4mat,1
net4mat - building knowledge and tools for the sustainable microbial fighting through sensing and responsive polysaccharide-based materials,1
lanthanide glycoclusters,1
ability and knowledge to develop novel approaches for targeting inflammatory and degenerative age-related joint diseases,1
degenerative joint diseases,1
twinflag,1
twinning for promoting excellence,1
housing precarity pathways,1
housing precarity,1
south asian migrants,1
dublin,1
meanings,1
structure-agency,1
influences and responses among south asian migrants to dublin,1
methylmir,1
epitranscriptome,1
the microrna-m6a epitranscriptome: integrative analysis of its role in normal brain behaviour and the development of epilepsy,1
temporal lobe epilepsy,1
process optimisation,1
extracellular vesicle research exchanges for advanced biomarkers and therapeutics,1
clinical biomarkers,1
hubs,1
establishing of cancer mission hubs: networks and synergies,1
rooted,1
plant roots,1
root phenotyping integrated educational doctoral network,1
leukocytes,1
vascular smooth muscle cells,1
vasculature models,1
cadasil,1
lipoxins,1
notch3 mutation,1
cadasil-imattr,1
investigation of cerebral autosomal dominant arteriopathy with sub-cortical infarcts and leukoencephalopathy (cadasil) using induced pluripotent stem cell modelling and targeted therapeutic research,1
a new european blueprint for circular bioplastics upcycling solutions,1
such as mater-bi,1
portfolio of sorting and recycling technologies for pla,1
rebiocycle,1
pef and mixed bioplastic composites,1
wellbeing and employability for youths with psychosocial disabilities through digital technologies,1
inclusive mental health system,1
psychosocial disabilities,1
wayside,1
transmission scanning electron microscopy,1
therapeutics research,1
clexm,1
cell structural imaging,1
fibsem,1
collaborative development and dissemination of workflows and techniques for using correlative light,1
soft x-ray tomography,1
electron and x-ray microscopy to progress research into the understanding and treatment of diseases,1
nano-tomography,1
correlative multimode imaging,1
disease research,1
geocascade,1
and scale,1
geophysical fluid dynamics,1
elucidating the bidirectional energy cascade of geophysical turbulence in time,1
microneedle technology,1
micro-insulin,1
